"","CLAVE_MUNICIPIO","MUNICIPIO","CLAVE_ENTIDAD","id","x","lat","lon","nom_ent","estado_acronimo"
"1274",250,"SAN MATEO ETLATONGO",20,"SAN MATEO ETLATONGO","20 250",17.42259,-97.26291,"OAXACA","OC"
"1275",251,"SAN MATEO NEJÁPAM",20,"SAN MATEO NEJÁPAM","20 251",17.64689,-98.42139,"OAXACA","OC"
"1276",252,"SAN MATEO PEÑASCO",20,"SAN MATEO PEÑASCO","20 252",17.14499,-97.49478,"OAXACA","OC"
"1277",253,"SAN MATEO PIÑAS",20,"SAN MATEO PIÑAS","20 253",15.97173,-96.33879,"OAXACA","OC"
"1278",254,"SAN MATEO RÍO HONDO",20,"SAN MATEO RÍO HONDO","20 254",16.12131,-96.52523,"OAXACA","OC"
"1279",255,"SAN MATEO SINDIHUI",20,"SAN MATEO SINDIHUI","20 255",17.00395,-97.37111,"OAXACA","OC"
"1280",256,"SAN MATEO TLAPILTEPEC",20,"SAN MATEO TLAPILTEPEC","20 256",17.80505,-97.42951,"OAXACA","OC"
"1281",257,"SAN MELCHOR BETAZA",20,"SAN MELCHOR BETAZA","20 257",17.24589,-96.15076,"OAXACA","OC"
"1282",258,"SAN MIGUEL ACHIUTLA",20,"SAN MIGUEL ACHIUTLA","20 258",17.30661,-97.47352,"OAXACA","OC"
"1283",259,"SAN MIGUEL AHUEHUETITLÁN",20,"SAN MIGUEL AHUEHUETITLÁN","20 259",17.68289,-98.33213,"OAXACA","OC"
"1284",260,"SAN MIGUEL ALOÁPAM",20,"SAN MIGUEL ALOÁPAM","20 260",17.4339,-96.70427,"OAXACA","OC"
"1285",261,"SAN MIGUEL AMATITLÁN",20,"SAN MIGUEL AMATITLÁN","20 261",17.88672,-98.01944,"OAXACA","OC"
"1286",262,"SAN MIGUEL AMATLÁN",20,"SAN MIGUEL AMATLÁN","20 262",17.20015,-96.45641,"OAXACA","OC"
"1287",263,"SAN MIGUEL COATLÁN",20,"SAN MIGUEL COATLÁN","20 263",16.16663,-96.68014,"OAXACA","OC"
"1288",264,"SAN MIGUEL CHICAHUA",20,"SAN MIGUEL CHICAHUA","20 264",17.62681,-97.19822,"OAXACA","OC"
"1289",265,"SAN MIGUEL CHIMALAPA",20,"SAN MIGUEL CHIMALAPA","20 265",16.65253,-94.40986,"OAXACA","OC"
"1290",266,"SAN MIGUEL DEL PUERTO",20,"SAN MIGUEL DEL PUERTO","20 266",15.94518,-96.09623,"OAXACA","OC"
"1291",267,"SAN MIGUEL DEL RÍO",20,"SAN MIGUEL DEL RÍO","20 267",17.32747,-96.57439,"OAXACA","OC"
"1292",268,"SAN MIGUEL EJUTLA",20,"SAN MIGUEL EJUTLA","20 268",16.59619,-96.73661,"OAXACA","OC"
"1293",269,"SAN MIGUEL EL GRANDE",20,"SAN MIGUEL EL GRANDE","20 269",17.07855,-97.61587,"OAXACA","OC"
"1294",270,"SAN MIGUEL HUAUTLA",20,"SAN MIGUEL HUAUTLA","20 270",17.75444,-97.14618,"OAXACA","OC"
"1295",271,"SAN MIGUEL MIXTEPEC",20,"SAN MIGUEL MIXTEPEC","20 271",16.75755,-96.94786,"OAXACA","OC"
"1296",272,"SAN MIGUEL PANIXTLAHUACA",20,"SAN MIGUEL PANIXTLAHUACA","20 272",16.23866,-97.40049,"OAXACA","OC"
"1297",273,"SAN MIGUEL PERAS",20,"SAN MIGUEL PERAS","20 273",16.9432,-97.00974,"OAXACA","OC"
"1298",274,"SAN MIGUEL PIEDRAS",20,"SAN MIGUEL PIEDRAS","20 274",16.98106,-97.21636,"OAXACA","OC"
"1299",275,"SAN MIGUEL QUETZALTEPEC",20,"SAN MIGUEL QUETZALTEPEC","20 275",16.97567,-95.78022,"OAXACA","OC"
"1300",276,"SAN MIGUEL SANTA FLOR",20,"SAN MIGUEL SANTA FLOR","20 276",17.91987,-96.79768,"OAXACA","OC"
"1301",277,"VILLA SOLA DE VEGA",20,"VILLA SOLA DE VEGA","20 277",16.51321,-97.05818,"OAXACA","OC"
"1302",278,"SAN MIGUEL SOYALTEPEC",20,"SAN MIGUEL SOYALTEPEC","20 278",18.25252,-96.43907,"OAXACA","OC"
"1303",279,"SAN MIGUEL SUCHIXTEPEC",20,"SAN MIGUEL SUCHIXTEPEC","20 279",16.08017,-96.45843,"OAXACA","OC"
"1304",280,"VILLA TALEA DE CASTRO",20,"VILLA TALEA DE CASTRO","20 280",17.36739,-96.23184,"OAXACA","OC"
"1305",281,"SAN MIGUEL TECOMATLÁN",20,"SAN MIGUEL TECOMATLÁN","20 281",17.37886,-97.29105,"OAXACA","OC"
"1306",282,"SAN MIGUEL TENANGO",20,"SAN MIGUEL TENANGO","20 282",16.23193,-95.54782,"OAXACA","OC"
"1307",283,"SAN MIGUEL TEQUIXTEPEC",20,"SAN MIGUEL TEQUIXTEPEC","20 283",17.82419,-97.31488,"OAXACA","OC"
"1308",284,"SAN MIGUEL TILQUIÁPAM",20,"SAN MIGUEL TILQUIÁPAM","20 284",16.77563,-96.56436,"OAXACA","OC"
"1309",285,"SAN MIGUEL TLACAMAMA",20,"SAN MIGUEL TLACAMAMA","20 285",16.44046,-98.10827,"OAXACA","OC"
"1310",286,"SAN MIGUEL TLACOTEPEC",20,"SAN MIGUEL TLACOTEPEC","20 286",17.44226,-98.0107,"OAXACA","OC"
"1311",287,"SAN MIGUEL TULANCINGO",20,"SAN MIGUEL TULANCINGO","20 287",17.75369,-97.44601,"OAXACA","OC"
"1312",288,"SAN MIGUEL YOTAO",20,"SAN MIGUEL YOTAO","20 288",17.34811,-96.35341,"OAXACA","OC"
"1313",289,"SAN NICOLÁS",20,"SAN NICOLÁS","20 289",16.43096,-96.74466,"OAXACA","OC"
"1314",290,"SAN NICOLÁS HIDALGO",20,"SAN NICOLÁS HIDALGO","20 290",17.7763,-98.13262,"OAXACA","OC"
"1315",291,"SAN PABLO COATLÁN",20,"SAN PABLO COATLÁN","20 291",16.17026,-96.79001,"OAXACA","OC"
"1316",292,"SAN PABLO CUATRO VENADOS",20,"SAN PABLO CUATRO VENADOS","20 292",16.94818,-96.93903,"OAXACA","OC"
"1317",293,"SAN PABLO ETLA",20,"SAN PABLO ETLA","20 293",17.16366,-96.73375,"OAXACA","OC"
"1318",294,"SAN PABLO HUITZO",20,"SAN PABLO HUITZO","20 294",17.30975,-96.8736,"OAXACA","OC"
"1319",295,"SAN PABLO HUIXTEPEC",20,"SAN PABLO HUIXTEPEC","20 295",16.81801,-96.8066,"OAXACA","OC"
"1320",296,"SAN PABLO MACUILTIANGUIS",20,"SAN PABLO MACUILTIANGUIS","20 296",17.52171,-96.52162,"OAXACA","OC"
"1321",297,"SAN PABLO TIJALTEPEC",20,"SAN PABLO TIJALTEPEC","20 297",17.00754,-97.47129,"OAXACA","OC"
"1322",298,"SAN PABLO VILLA DE MITLA",20,"SAN PABLO VILLA DE MITLA","20 298",16.9688,-96.29489,"OAXACA","OC"
"1323",299,"SAN PABLO YAGANIZA",20,"SAN PABLO YAGANIZA","20 299",17.12509,-96.21716,"OAXACA","OC"
"1324",300,"SAN PEDRO AMUZGOS",20,"SAN PEDRO AMUZGOS","20 300",16.67749,-98.08367,"OAXACA","OC"
"1325",301,"SAN PEDRO APÓSTOL",20,"SAN PEDRO APÓSTOL","20 301",16.74127,-96.73403,"OAXACA","OC"
"1326",302,"SAN PEDRO ATOYAC",20,"SAN PEDRO ATOYAC","20 302",16.51881,-97.96946,"OAXACA","OC"
"1327",303,"SAN PEDRO CAJONOS",20,"SAN PEDRO CAJONOS","20 303",17.16344,-96.26206,"OAXACA","OC"
"1328",304,"SAN PEDRO COXCALTEPEC CÁNTAROS",20,"SAN PEDRO COXCALTEPEC CÁNTAROS","20 304",17.52117,-97.10983,"OAXACA","OC"
"1329",305,"SAN PEDRO COMITANCILLO",20,"SAN PEDRO COMITANCILLO","20 305",16.46362,-95.16654,"OAXACA","OC"
"1330",306,"SAN PEDRO EL ALTO",20,"SAN PEDRO EL ALTO","20 306",16.01582,-96.47169,"OAXACA","OC"
"1331",307,"SAN PEDRO HUAMELULA",20,"SAN PEDRO HUAMELULA","20 307",15.97422,-95.7823,"OAXACA","OC"
"1332",308,"SAN PEDRO HUILOTEPEC",20,"SAN PEDRO HUILOTEPEC","20 308",16.24286,-95.14752,"OAXACA","OC"
"1333",309,"SAN PEDRO IXCATLÁN",20,"SAN PEDRO IXCATLÁN","20 309",18.15914,-96.55145,"OAXACA","OC"
"1334",310,"SAN PEDRO IXTLAHUACA",20,"SAN PEDRO IXTLAHUACA","20 310",17.0527,-96.82695,"OAXACA","OC"
"1335",311,"SAN PEDRO JALTEPETONGO",20,"SAN PEDRO JALTEPETONGO","20 311",17.68676,-97.02658,"OAXACA","OC"
"1336",312,"SAN PEDRO JICAYÁN",20,"SAN PEDRO JICAYÁN","20 312",16.4695,-98.0421,"OAXACA","OC"
"1337",313,"SAN PEDRO JOCOTIPAC",20,"SAN PEDRO JOCOTIPAC","20 313",17.75925,-97.0715,"OAXACA","OC"
"1338",314,"SAN PEDRO JUCHATENGO",20,"SAN PEDRO JUCHATENGO","20 314",16.31916,-97.10907,"OAXACA","OC"
"1339",315,"SAN PEDRO MÁRTIR",20,"SAN PEDRO MÁRTIR","20 315",16.74831,-96.70425,"OAXACA","OC"
"1340",316,"SAN PEDRO MÁRTIR QUIECHAPA",20,"SAN PEDRO MÁRTIR QUIECHAPA","20 316",16.44216,-96.25359,"OAXACA","OC"
"1341",317,"SAN PEDRO MÁRTIR YUCUXACO",20,"SAN PEDRO MÁRTIR YUCUXACO","20 317",17.45009,-97.64381,"OAXACA","OC"
"1342",318,"SAN PEDRO MIXTEPEC",20,"SAN PEDRO MIXTEPEC","20 318",15.94965,-97.06958,"OAXACA","OC"
"1343",319,"SAN PEDRO MIXTEPEC",20,"SAN PEDRO MIXTEPEC","20 319",16.21879,-96.20958,"OAXACA","OC"
"1344",320,"SAN PEDRO MOLINOS",20,"SAN PEDRO MOLINOS","20 320",17.10392,-97.55184,"OAXACA","OC"
"1345",321,"SAN PEDRO NOPALA",20,"SAN PEDRO NOPALA","20 321",17.8105,-97.57686,"OAXACA","OC"
"1346",322,"SAN PEDRO OCOPETATILLO",20,"SAN PEDRO OCOPETATILLO","20 322",18.18336,-96.91129,"OAXACA","OC"
"1347",323,"SAN PEDRO OCOTEPEC",20,"SAN PEDRO OCOTEPEC","20 323",16.97177,-95.84079,"OAXACA","OC"
"1348",324,"SAN PEDRO POCHUTLA",20,"SAN PEDRO POCHUTLA","20 324",15.78921,-96.41287,"OAXACA","OC"
"1349",325,"SAN PEDRO QUIATONI",20,"SAN PEDRO QUIATONI","20 325",16.76727,-96.03445,"OAXACA","OC"
"1350",326,"SAN PEDRO SOCHIÁPAM",20,"SAN PEDRO SOCHIÁPAM","20 326",17.81952,-96.6409,"OAXACA","OC"
"1351",327,"SAN PEDRO TAPANATEPEC",20,"SAN PEDRO TAPANATEPEC","20 327",16.2808,-94.2153,"OAXACA","OC"
"1352",328,"SAN PEDRO TAVICHE",20,"SAN PEDRO TAVICHE","20 328",16.64391,-96.53397,"OAXACA","OC"
"1353",329,"SAN PEDRO TEOZACOALCO",20,"SAN PEDRO TEOZACOALCO","20 329",16.99571,-97.2748,"OAXACA","OC"
"1354",330,"SAN PEDRO TEUTILA",20,"SAN PEDRO TEUTILA","20 330",17.99028,-96.62867,"OAXACA","OC"
"1355",331,"SAN PEDRO TIDAÁ",20,"SAN PEDRO TIDAÁ","20 331",17.33735,-97.3913,"OAXACA","OC"
"1356",332,"SAN PEDRO TOPILTEPEC",20,"SAN PEDRO TOPILTEPEC","20 332",17.45525,-97.35744,"OAXACA","OC"
"1357",333,"SAN PEDRO TOTOLÁPAM",20,"SAN PEDRO TOTOLÁPAM","20 333",16.66284,-96.22921,"OAXACA","OC"
"1358",334,"VILLA DE TUTUTEPEC",20,"VILLA DE TUTUTEPEC","20 334",16.07768,-97.53748,"OAXACA","OC"
"1359",335,"SAN PEDRO YANERI",20,"SAN PEDRO YANERI","20 335",17.42313,-96.38067,"OAXACA","OC"
"1360",336,"SAN PEDRO YÓLOX",20,"SAN PEDRO YÓLOX","20 336",17.63339,-96.47947,"OAXACA","OC"
"1361",337,"SAN PEDRO Y SAN PABLO AYUTLA",20,"SAN PEDRO Y SAN PABLO AYUTLA","20 337",17.02174,-96.13498,"OAXACA","OC"
"1362",338,"VILLA DE ETLA",20,"VILLA DE ETLA","20 338",17.19519,-96.79318,"OAXACA","OC"
"1363",339,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",20,"SAN PEDRO Y SAN PABLO TEPOSCOLULA","20 339",17.50787,-97.50641,"OAXACA","OC"
"1364",340,"SAN PEDRO Y SAN PABLO TEQUIXTEPEC",20,"SAN PEDRO Y SAN PABLO TEQUIXTEPEC","20 340",18.08849,-97.70629,"OAXACA","OC"
"1365",341,"SAN PEDRO YUCUNAMA",20,"SAN PEDRO YUCUNAMA","20 341",17.57723,-97.48085,"OAXACA","OC"
"1366",342,"SAN RAYMUNDO JALPAN",20,"SAN RAYMUNDO JALPAN","20 342",16.982,-96.75475,"OAXACA","OC"
"1367",343,"SAN SEBASTIÁN ABASOLO",20,"SAN SEBASTIÁN ABASOLO","20 343",16.98468,-96.60332,"OAXACA","OC"
"1368",344,"SAN SEBASTIÁN COATLÁN",20,"SAN SEBASTIÁN COATLÁN","20 344",16.08851,-96.87125,"OAXACA","OC"
"1369",345,"SAN SEBASTIÁN IXCAPA",20,"SAN SEBASTIÁN IXCAPA","20 345",16.52593,-98.14954,"OAXACA","OC"
"1370",346,"SAN SEBASTIÁN NICANANDUTA",20,"SAN SEBASTIÁN NICANANDUTA","20 346",17.51996,-97.67439,"OAXACA","OC"
"1371",347,"SAN SEBASTIÁN RÍO HONDO",20,"SAN SEBASTIÁN RÍO HONDO","20 347",16.20508,-96.42338,"OAXACA","OC"
"1372",348,"SAN SEBASTIÁN TECOMAXTLAHUACA",20,"SAN SEBASTIÁN TECOMAXTLAHUACA","20 348",17.34524,-98.09364,"OAXACA","OC"
"1373",349,"SAN SEBASTIÁN TEITIPAC",20,"SAN SEBASTIÁN TEITIPAC","20 349",16.95177,-96.63342,"OAXACA","OC"
"1374",350,"SAN SEBASTIÁN TUTLA",20,"SAN SEBASTIÁN TUTLA","20 350",17.0453,-96.67971,"OAXACA","OC"
"1375",351,"SAN SIMÓN ALMOLONGAS",20,"SAN SIMÓN ALMOLONGAS","20 351",16.4019,-96.72652,"OAXACA","OC"
"1376",352,"SAN SIMÓN ZAHUATLÁN",20,"SAN SIMÓN ZAHUATLÁN","20 352",17.83536,-97.99814,"OAXACA","OC"
"1377",353,"SANTA ANA",20,"SANTA ANA","20 353",16.33427,-96.73028,"OAXACA","OC"
"1378",354,"SANTA ANA ATEIXTLAHUACA",20,"SANTA ANA ATEIXTLAHUACA","20 354",18.22475,-96.88847,"OAXACA","OC"
"1379",355,"SANTA ANA CUAUHTÉMOC",20,"SANTA ANA CUAUHTÉMOC","20 355",17.98978,-96.80116,"OAXACA","OC"
"1380",356,"SANTA ANA DEL VALLE",20,"SANTA ANA DEL VALLE","20 356",17.01152,-96.4654,"OAXACA","OC"
"1381",357,"SANTA ANA TAVELA",20,"SANTA ANA TAVELA","20 357",16.60425,-95.88381,"OAXACA","OC"
"1382",358,"SANTA ANA TLAPACOYAN",20,"SANTA ANA TLAPACOYAN","20 358",16.74308,-96.86156,"OAXACA","OC"
"1383",359,"SANTA ANA YARENI",20,"SANTA ANA YARENI","20 359",17.39622,-96.62215,"OAXACA","OC"
"1384",360,"SANTA ANA ZEGACHE",20,"SANTA ANA ZEGACHE","20 360",16.8364,-96.73193,"OAXACA","OC"
"1385",361,"SANTA CATALINA QUIERÍ",20,"SANTA CATALINA QUIERÍ","20 361",16.32961,-96.24175,"OAXACA","OC"
"1386",362,"SANTA CATARINA CUIXTLA",20,"SANTA CATARINA CUIXTLA","20 362",16.29492,-96.64821,"OAXACA","OC"
"1387",363,"SANTA CATARINA IXTEPEJI",20,"SANTA CATARINA IXTEPEJI","20 363",17.2138,-96.57709,"OAXACA","OC"
"1388",364,"SANTA CATARINA JUQUILA",20,"SANTA CATARINA JUQUILA","20 364",16.17734,-97.29619,"OAXACA","OC"
"1389",365,"SANTA CATARINA LACHATAO",20,"SANTA CATARINA LACHATAO","20 365",17.18051,-96.49846,"OAXACA","OC"
"1390",366,"SANTA CATARINA LOXICHA",20,"SANTA CATARINA LOXICHA","20 366",16.07096,-96.71877,"OAXACA","OC"
"1391",367,"SANTA CATARINA MECHOACÁN",20,"SANTA CATARINA MECHOACÁN","20 367",16.33971,-97.83913,"OAXACA","OC"
"1392",368,"SANTA CATARINA MINAS",20,"SANTA CATARINA MINAS","20 368",16.79147,-96.61269,"OAXACA","OC"
"1393",369,"SANTA CATARINA QUIANÉ",20,"SANTA CATARINA QUIANÉ","20 369",16.88335,-96.73208,"OAXACA","OC"
"1394",370,"SANTA CATARINA TAYATA",20,"SANTA CATARINA TAYATA","20 370",17.33469,-97.55142,"OAXACA","OC"
"1395",371,"SANTA CATARINA TICUÁ",20,"SANTA CATARINA TICUÁ","20 371",17.06185,-97.53435,"OAXACA","OC"
"1396",372,"SANTA CATARINA YOSONOTÚ",20,"SANTA CATARINA YOSONOTÚ","20 372",17.00782,-97.67265,"OAXACA","OC"
"1397",373,"SANTA CATARINA ZAPOQUILA",20,"SANTA CATARINA ZAPOQUILA","20 373",18.02075,-97.55663,"OAXACA","OC"
"1398",374,"SANTA CRUZ ACATEPEC",20,"SANTA CRUZ ACATEPEC","20 374",18.1575,-96.88305,"OAXACA","OC"
"1399",375,"SANTA CRUZ AMILPAS",20,"SANTA CRUZ AMILPAS","20 375",17.04859,-96.68509,"OAXACA","OC"
"1400",376,"SANTA CRUZ DE BRAVO",20,"SANTA CRUZ DE BRAVO","20 376",17.57055,-98.21534,"OAXACA","OC"
"1401",377,"SANTA CRUZ ITUNDUJIA",20,"SANTA CRUZ ITUNDUJIA","20 377",16.72821,-97.68136,"OAXACA","OC"
"1402",378,"SANTA CRUZ MIXTEPEC",20,"SANTA CRUZ MIXTEPEC","20 378",16.79,-96.90534,"OAXACA","OC"
"1403",379,"SANTA CRUZ NUNDACO",20,"SANTA CRUZ NUNDACO","20 379",17.1549,-97.71832,"OAXACA","OC"
"1404",380,"SANTA CRUZ PAPALUTLA",20,"SANTA CRUZ PAPALUTLA","20 380",16.95251,-96.58383,"OAXACA","OC"
"1405",381,"SANTA CRUZ TACACHE DE MINA",20,"SANTA CRUZ TACACHE DE MINA","20 381",17.82144,-98.16438,"OAXACA","OC"
"1406",382,"SANTA CRUZ TACAHUA",20,"SANTA CRUZ TACAHUA","20 382",16.91813,-97.46236,"OAXACA","OC"
"1407",383,"SANTA CRUZ TAYATA",20,"SANTA CRUZ TAYATA","20 383",17.3767,-97.56795,"OAXACA","OC"
"1408",384,"SANTA CRUZ XITLA",20,"SANTA CRUZ XITLA","20 384",16.33731,-96.67814,"OAXACA","OC"
"1409",385,"SANTA CRUZ XOXOCOTLÁN",20,"SANTA CRUZ XOXOCOTLÁN","20 385",17.01902,-96.7486,"OAXACA","OC"
"1410",386,"SANTA CRUZ ZENZONTEPEC",20,"SANTA CRUZ ZENZONTEPEC","20 386",16.46935,-97.48478,"OAXACA","OC"
"1411",387,"SANTA GERTRUDIS",20,"SANTA GERTRUDIS","20 387",16.78172,-96.79318,"OAXACA","OC"
"1412",388,"SANTA INÉS DEL MONTE",20,"SANTA INÉS DEL MONTE","20 388",16.92174,-96.85463,"OAXACA","OC"
"1413",389,"SANTA INÉS YATZECHE",20,"SANTA INÉS YATZECHE","20 389",16.80582,-96.75894,"OAXACA","OC"
"1414",390,"SANTA LUCÍA DEL CAMINO",20,"SANTA LUCÍA DEL CAMINO","20 390",17.06498,-96.69111,"OAXACA","OC"
"1415",391,"SANTA LUCÍA MIAHUATLÁN",20,"SANTA LUCÍA MIAHUATLÁN","20 391",16.18082,-96.62066,"OAXACA","OC"
"1416",392,"SANTA LUCÍA MONTEVERDE",20,"SANTA LUCÍA MONTEVERDE","20 392",16.94319,-97.73215,"OAXACA","OC"
"1417",393,"SANTA LUCÍA OCOTLÁN",20,"SANTA LUCÍA OCOTLÁN","20 393",16.72468,-96.66866,"OAXACA","OC"
"1418",394,"SANTA MARÍA ALOTEPEC",20,"SANTA MARÍA ALOTEPEC","20 394",17.07918,-95.84652,"OAXACA","OC"
"1419",395,"SANTA MARÍA APAZCO",20,"SANTA MARÍA APAZCO","20 395",17.62471,-97.08021,"OAXACA","OC"
"1420",396,"SANTA MARÍA LA ASUNCIÓN",20,"SANTA MARÍA LA ASUNCIÓN","20 396",18.10335,-96.81726,"OAXACA","OC"
"1421",397,"HEROICA CIUDAD DE TLAXIACO",20,"HEROICA CIUDAD DE TLAXIACO","20 397",17.23139,-97.69139,"OAXACA","OC"
"1422",398,"AYOQUEZCO DE ALDAMA",20,"AYOQUEZCO DE ALDAMA","20 398",16.67746,-96.89208,"OAXACA","OC"
"1423",399,"SANTA MARÍA ATZOMPA",20,"SANTA MARÍA ATZOMPA","20 399",17.0882,-96.78645,"OAXACA","OC"
"1424",400,"SANTA MARÍA CAMOTLÁN",20,"SANTA MARÍA CAMOTLÁN","20 400",17.86962,-97.64995,"OAXACA","OC"
"1425",401,"SANTA MARÍA COLOTEPEC",20,"SANTA MARÍA COLOTEPEC","20 401",15.86199,-96.92215,"OAXACA","OC"
"1426",402,"SANTA MARÍA CORTIJO",20,"SANTA MARÍA CORTIJO","20 402",16.42893,-98.31271,"OAXACA","OC"
"1427",403,"SANTA MARÍA COYOTEPEC",20,"SANTA MARÍA COYOTEPEC","20 403",16.97062,-96.7102,"OAXACA","OC"
"1428",404,"SANTA MARÍA CHACHOÁPAM",20,"SANTA MARÍA CHACHOÁPAM","20 404",17.56576,-97.26065,"OAXACA","OC"
"1429",405,"VILLA DE CHILAPA DE DÍAZ",20,"VILLA DE CHILAPA DE DÍAZ","20 405",17.59384,-97.63801,"OAXACA","OC"
"1430",406,"SANTA MARÍA CHILCHOTLA",20,"SANTA MARÍA CHILCHOTLA","20 406",18.29307,-96.7462,"OAXACA","OC"
"1431",407,"SANTA MARÍA CHIMALAPA",20,"SANTA MARÍA CHIMALAPA","20 407",16.94692,-94.3886,"OAXACA","OC"
"1432",408,"SANTA MARÍA DEL ROSARIO",20,"SANTA MARÍA DEL ROSARIO","20 408",17.34369,-97.60512,"OAXACA","OC"
"1433",409,"SANTA MARÍA DEL TULE",20,"SANTA MARÍA DEL TULE","20 409",17.02924,-96.6343,"OAXACA","OC"
"1434",410,"SANTA MARÍA ECATEPEC",20,"SANTA MARÍA ECATEPEC","20 410",16.23336,-95.86506,"OAXACA","OC"
"1435",411,"SANTA MARÍA GUELACÉ",20,"SANTA MARÍA GUELACÉ","20 411",16.99284,-96.61278,"OAXACA","OC"
"1436",412,"SANTA MARÍA GUIENAGATI",20,"SANTA MARÍA GUIENAGATI","20 412",16.73667,-95.35195,"OAXACA","OC"
"1437",413,"SANTA MARÍA HUATULCO",20,"SANTA MARÍA HUATULCO","20 413",15.79624,-96.22325,"OAXACA","OC"
"1438",414,"SANTA MARÍA HUAZOLOTITLÁN",20,"SANTA MARÍA HUAZOLOTITLÁN","20 414",16.20876,-97.92637,"OAXACA","OC"
"1439",415,"SANTA MARÍA IPALAPA",20,"SANTA MARÍA IPALAPA","20 415",16.61488,-97.99832,"OAXACA","OC"
"1440",416,"SANTA MARÍA IXCATLÁN",20,"SANTA MARÍA IXCATLÁN","20 416",17.85042,-97.15842,"OAXACA","OC"
"1441",417,"SANTA MARÍA JACATEPEC",20,"SANTA MARÍA JACATEPEC","20 417",17.84985,-96.13158,"OAXACA","OC"
"1442",418,"SANTA MARÍA JALAPA DEL MARQUÉS",20,"SANTA MARÍA JALAPA DEL MARQUÉS","20 418",16.51582,-95.47423,"OAXACA","OC"
"1443",419,"SANTA MARÍA JALTIANGUIS",20,"SANTA MARÍA JALTIANGUIS","20 419",17.36274,-96.54173,"OAXACA","OC"
"1444",420,"SANTA MARÍA LACHIXÍO",20,"SANTA MARÍA LACHIXÍO","20 420",16.73757,-97.04093,"OAXACA","OC"
"1445",421,"SANTA MARÍA MIXTEQUILLA",20,"SANTA MARÍA MIXTEQUILLA","20 421",16.42469,-95.27547,"OAXACA","OC"
"1446",422,"SANTA MARÍA NATIVITAS",20,"SANTA MARÍA NATIVITAS","20 422",17.64629,-97.33241,"OAXACA","OC"
"1447",423,"SANTA MARÍA NDUAYACO",20,"SANTA MARÍA NDUAYACO","20 423",17.40771,-97.50136,"OAXACA","OC"
"1448",424,"SANTA MARÍA OZOLOTEPEC",20,"SANTA MARÍA OZOLOTEPEC","20 424",16.09912,-96.34927,"OAXACA","OC"
"1449",425,"SANTA MARÍA PÁPALO",20,"SANTA MARÍA PÁPALO","20 425",17.80729,-96.78378,"OAXACA","OC"
"1450",426,"SANTA MARÍA PEÑOLES",20,"SANTA MARÍA PEÑOLES","20 426",17.04844,-97.03343,"OAXACA","OC"
"1451",427,"SANTA MARÍA PETAPA",20,"SANTA MARÍA PETAPA","20 427",16.88462,-95.07198,"OAXACA","OC"
"1452",428,"SANTA MARÍA QUIEGOLANI",20,"SANTA MARÍA QUIEGOLANI","20 428",16.30455,-96.0519,"OAXACA","OC"
"1453",429,"SANTA MARÍA SOLA",20,"SANTA MARÍA SOLA","20 429",16.56093,-97.02992,"OAXACA","OC"
"1454",430,"SANTA MARÍA TATALTEPEC",20,"SANTA MARÍA TATALTEPEC","20 430",17.13752,-97.39526,"OAXACA","OC"
"1455",431,"SANTA MARÍA TECOMAVACA",20,"SANTA MARÍA TECOMAVACA","20 431",17.95356,-97.09896,"OAXACA","OC"
"1456",432,"SANTA MARÍA TEMAXCALAPA",20,"SANTA MARÍA TEMAXCALAPA","20 432",17.379,-96.1581,"OAXACA","OC"
"1457",433,"SANTA MARÍA TEMAXCALTEPEC",20,"SANTA MARÍA TEMAXCALTEPEC","20 433",16.16478,-97.18103,"OAXACA","OC"
"1458",434,"SANTA MARÍA TEOPOXCO",20,"SANTA MARÍA TEOPOXCO","20 434",18.1742,-96.97159,"OAXACA","OC"
"1459",435,"SANTA MARÍA TEPANTLALI",20,"SANTA MARÍA TEPANTLALI","20 435",16.95131,-95.98912,"OAXACA","OC"
"1460",436,"SANTA MARÍA TEXCATITLÁN",20,"SANTA MARÍA TEXCATITLÁN","20 436",17.72237,-97.05049,"OAXACA","OC"
"1461",437,"SANTA MARÍA TLAHUITOLTEPEC",20,"SANTA MARÍA TLAHUITOLTEPEC","20 437",17.11428,-96.05368,"OAXACA","OC"
"1462",438,"SANTA MARÍA TLALIXTAC",20,"SANTA MARÍA TLALIXTAC","20 438",17.92137,-96.73712,"OAXACA","OC"
"1463",439,"SANTA MARÍA TONAMECA",20,"SANTA MARÍA TONAMECA","20 439",15.77289,-96.68184,"OAXACA","OC"
"1464",440,"SANTA MARÍA TOTOLAPILLA",20,"SANTA MARÍA TOTOLAPILLA","20 440",16.62293,-95.61527,"OAXACA","OC"
"1465",441,"SANTA MARÍA XADANI",20,"SANTA MARÍA XADANI","20 441",16.36347,-95.02634,"OAXACA","OC"
"1466",442,"SANTA MARÍA YALINA",20,"SANTA MARÍA YALINA","20 442",17.27107,-96.29629,"OAXACA","OC"
"1467",443,"SANTA MARÍA YAVESÍA",20,"SANTA MARÍA YAVESÍA","20 443",17.20118,-96.41136,"OAXACA","OC"
"1468",444,"SANTA MARÍA YOLOTEPEC",20,"SANTA MARÍA YOLOTEPEC","20 444",16.88221,-97.46031,"OAXACA","OC"
"1469",445,"SANTA MARÍA YOSOYÚA",20,"SANTA MARÍA YOSOYÚA","20 445",17.10744,-97.5,"OAXACA","OC"
